complaint_text,label
Nagtungo sa tangapan ng brgy sina - upang ireklamo si - sa hindi pagbabayad ng utang.,Money/Debt Disputes
"Nagtungo sa tangapan ng brgy sina - upang makausap ang mag asawang sina - dahil sa pagkakasanla ng motor na kinuha muli ni - sa pinagsanlaan na laging sinasabi pag tinatanong ay bukas lagi ang sabi, nagpunta si - at nakausap ang asawa ni - na si - , at nagkasundo sila na babayadan nila bigyan lang ng 2 weeks para mabayadan o maisauli ang motor. At kung hindi nila mabayaran ay mapipilitan si - magsampa ng kaso.",Family Matters
Inirereklamo si - sa salang pag kakautang diumano kay - . nagaliwanag si - tungkol sa pag kakautang kay - .,Money/Debt Disputes
Nagkausap sina - na humingi na ng pasensya ang bawat isa dahil sa nangyari na gulo nung nakaraang linggo.,Neighbor Disputes
"Nagtungo sa tanggapan ng Punong Barangay si -, may sapat na gulang, taga - upang reklamo si -, 17, sa salang panggugulpi, na halos basagin ang mukha nito na may gamit pang 4 finger.",Property Disputes
Nagusap ang magkabilang panig na mag bibigay si - ng halagang 5k. At kung hindi makabigay ay magha habla sila sa himpilan ng pulisya.,Money/Debt Disputes
"Nagtungo sa tanggapan ng Punong Barangay si - taga - Laguna upang makausap si - si - dahil sa hindi pagbabayad ng kanyang utang ayon kay - every week ay ibibigay ng ₱1,000, at nagusimula sa Nobyembre 9, 2025, at kay – ibibigay ang ₱1000 na hulog sakanyang utang na 5000.",Money/Debt Disputes
No date Nagtungo muli sa tangapan ng punong barangay si - upang tanggapin ang ipinangakong 5k na paunang ibibigay ni - ngunit sa nasabing araw ay walang naibigay si - ng nasabing halaga kung makakabigay ng 3k sa araw na ito ay tatangapin nila at pag uusapan ang balansepang natitira.,Property Disputes
Nagtungo sa tangapan ng punong barangay si - upang ireklamo si - sa salang pangungursunada sa kabarkada ng magkakapatid na sina - sadi malamang dahilan.,Property Disputes
Nagtungo sa tanggapan ng punong barangay si - upang ireklamo at gustong makausap si - dahil sa utang at cash advance niya sa tindahang kanyang pinag ttrabahuhan.,Money/Debt Disputes
"Nagkausap sina - at ang mag-asawang sina - at - na nagkasundo sila na magbabayad si - kay Kapitana - ng ₱2,000 kada 9-15- at 9-30 buwan bale ₱4,000 kada buwan. At kung di makatupad sa kasunduan sina - at - at - ay nai-handa ang mga -at -. Si - ng ihandda ang mga tamang ahensya sa Gobyebno para mag file ng kaso.",Family Matters
"Muli ay nag-usap ang magkabilang panig sa pagitan ng mga - at -, tungkol sa lupang kinatitirikan ng bahay nina -. Magpa pa xerox ng copy ang mga - para i-verified sa RD.",Property Disputes
Nagpunta sa tanggapan ng punong barangay si - upang ireport ni - ang nangyari kay - sugatan ang braso at mga paa ipinaalam nila sa brgy ang mga nangyari upang baka sakali ay matunton ang aso at kung sino ang may ari nito.,Property Disputes
"No date Nagtungo sa tanggapan ng Punong Brgy si - upang ireklamo si -, - Nais makausap ni - sa lalong madaling panahon si - dahil sa kanyang pagkakautang na hindi nya nabayaran at hindi rin nakikipagintindihan.",Money/Debt Disputes
"Nagtungo sa tanggapan ng punong brgy si - upang ireklamo si - sa kadahilanang pagbabanta, ayon kay - nagkainitan sila at noong paalis na si - ay may pahatid syang salita na babalikan kita.",Neighbor Disputes
"January 9 , 2026 Nagtungo sa tanggapan ng punong brgy si - upang ireklamo si - sa salang panununtok at pagharang sa kanya, na sya ay may angkas na anak at nag ugat ang lahat sa pagbomba ng 3 beses sa dahilah pinapainit ang motor at namamalya at nag umpisa na ang galit ni -.",Family Matters
"Reklamo tungkol sa pag habla ni - so - walang pag kakasundong naganap sa pagitan ng dalawang panig ang hinhingi ni - ay halagang 20,000.",Money/Debt Disputes
Nagtungo sa tanggapan ng punong brgy si - upang ireklamo si - sa salang pagnanakaw nito sa computer shop.,Petty Criminal Offenses
Nagtungo sa tanggapan ng punong brgy si - upang ireklamo si - sa salang pag kakalat ng maling balita o impormasyon. Ayon kay- ay niraid ang kanyang babuyan ng mga pulisat ang nagsabi daw ay si.,Petty Criminal Offenses
"Ayon kay – may narinig si - na dumano ay na raid ang babuyan ni - kaya nagtanong sya sa isang tao kung ito ba ay totoo, humingi ng pasensya si - kay -.",Petty Criminal Offenses
"January 30 , 2026 Nagusap sina - sa pangalawang pag kakataon sa kadahilanang walang pagkakasunduang naganap noong unang paghaharap. Humihingi si - ng 2k para sa danyos na hindi sinangayunan ni - .",Contract Disputes
"Muling nagkaharap tunkol sa lupa sina - , ang pag uusap na ito ay tungkol sa daan na hinihingi ng - sa mga -.",Property Disputes
Pinagnakawan si - ng halagang 10000 ngunit di malocate ang mag asawa kung nasaan sila.,Petty Criminal Offenses
"Nagtungo sa tanggapan ng punong barangay sina - upang ipaalam na noong feb 5, 2026 na si - asawa ni - ay nag puputol ng plywood ng biglang nag wild ang grinder, nahagip ang kanyang kamay at ang palad nya ay nakahawak, at ang kanyang hinlalaki ay malaki ang natagpas.",Family Matters
Nagtungo sa tanggapan ng punong barangay si - upang ireklamo si - sa salang pag aakusa sa kanya na nagbebenta ng bato o shabu.,Petty Criminal Offenses
"Pumayag na ang - sa halagang ₱2000.- at - sa halagang ₱1000.- na magbibigay kay - ngunit ikakaltas ang utang sa kuryente na halagang ₱1500 – 500, sa madaling sabi ay ₱1500 lamang ang mapapabigay kay -.",Money/Debt Disputes
"Nag-usap ang mga anak ni - at mamay - na pag-abandona o pag-alis sa lupang pagmamay-ari ng mga -. Ayon kina - at - sila ay umalis na doon, at tanging ang bahay na lamang ni - ang nakatayo, at ayon kay - ay utay-utay na tatanggalin ang bahay na loob ng 2 linggo.",Family Matters
"Nagtungo sa tanggapan si - na taga manggahan, upang ipaalam na nais niyang makausap si - na taga Sitio Galong ng Barangay na ito. Ayon kay - siya may kaunting tindahan ay duon kumukuha ng mga kailangan nila dahil duon sa lugar nila nagtratrabaho si -, at taong 2023 pa. Ayon kay - umabot sa ₱3,750 ang pagkakautang ni - na hanggang sa kasalukuyan ay hindi binabayaran. Kaya nais makausap sa madaling panahon si - kailangan niya ang nasabing pera dahil siya ay may sakit.",Money/Debt Disputes
"Nagusap ang magkabilang panig ang - at -, nagpaliwanag ang bawat isa. Nais ipacheck up / pa medical ng bawat panig ang kanilang mga anak.",Family Matters
"Nagtungo sa Tanggapan ng Punong Brgy si -, taga purok 1 Brgy. Dagatan, Dolores, Quezon, may sapat na gulang, upang sampahan ng rekla mo si - sa dahilang Marso 4, 2026, siya ay nagtungo sa Sitio Galong para maniba ng saging kasama ang mamimili, sa lupa na pag-aari ni Brgy - anak ng - nangyari ang insidente noong Marso 4, 2026, humigit kumulang ika 8 ng umaga. Nakapaniba na ng saging at akmang inilabas sa tabing kalsada ng dumating si -, at ayaw ipaalis ang mga natibang saging, at duon ay pinagbantaan na ni - si - at sinabi na ""Pagtantagpasin ang leeg pag inilabas ang saging.""",Property Disputes
"Nag-usap sa Tanggapan ng Barangay sina - at - tungkol sa reklamo ng mga bata – dahil sa natruama ang anak ni - na si -, nagpaliwanag si - kay - sa mga pangyayari.",Family Matters
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, upang ipaalam na ang kanyang account ay ginagamit ng dummy account. Kung kayat ipinaalam ni - sa barangay ang pangyayaring ito, sa dahilang baka magamit ang kanyang identity ng dummy account na ito sa mga hindi magandang pagkakataon.",Property Disputes
"Nagtungo sa tanggapan ng Punong Barangay ang magkapatid - at - upang ireklamo ang magkapatid na - at - dahil diumano ay pinagbabantaan at binubulyawan sa ilog o – Falls. Lagi din daw silang hinahamon ng suntukan, sinasabihan na mga walang utang dahil dayo at sampid lang sila dito Dagatan. Sisirain din ang mga cottage na itinayo ng mga -, hinahamon din sila na kung kaya sila ay ipapulis nila ang mga -. Kaya nais ng mga kapatid na - na makausap ang magkapatid na -.",Money/Debt Disputes
"April 8 , 2026 Nagtungo sa tanggapan ng Punong Barangay si - taga Purok 3 upang ereklamo si -, taga Purok 3, sa kadahilanang sinuntok siya at tinutukan din ng kutsilyo. Ayon kay - nagbibiruan silang mag-asawa biglang pumasok si - at siya ay sinuntok sa panga at tinutukan ng kutsilyo. Nais lamang makausap si - ni - upang malaman kung bakit anung dahilan at siya ay sinuntok.",Petty Criminal Offenses
"April 7 , 2026 Kaugnay na Reklamo ng bumili ng motor. Kay - na halos 8 araw lang nagamit ng bumili, nag-usap sika tungkol sa nasirang motor, nag-usap sila na. Ayon sa bumili ng motor ay si - ang babayad ng Labor at ang bumili ng ang gagastos sa piyesa. Ayon sa bumili ng motor ay tatanggapin na mag ang halagang ₱1,500 para sa labor at sila na ang magdadagdag sa ₱1500 na labor.",Money/Debt Disputes
Nagtungo sa tanggapan ng Punong Barangay - taga San Pablo City upang ireklamo si - sa kadahilanang hindi tumupad sa usapan ng pagbabayad ng utang. Nais makausap ni - sa lalong madaling panahon si -.,Money/Debt Disputes
"May 6 , 2026 Nagtungo sa tanggapan ng Punong Barangay si - upang ireklamo si - sa kadahilanang si - ay pinagsuntok, napagsakal. Ayon kay - diumano ay nanlait daw sya sa kasama ni -, itinanggi naman ni -, bigla nalang siyang sinampal ni -, hindi naman sya lumaban at umalis na sya pero sinusundan pa din sya at pinagsusuntok. Nais makausap ni - si - upang magkalinawan.",Petty Criminal Offenses
"Nagtungo sa tanggapan ng Punong Barangay si - upang ireklamo si - dahil sa pagkurgunada nito sa anak niyang - si -. Ayon kay - pauwi umano ang kanyang anak at pinsan, nito galing trabaho ng - na may Uite House akala ng anak niya ay may nalaglag laang sa kanila ngunit ng lumapit si - ay pinitsirulan ang kanyang anak at sinakal ang pamangkin niya.",Petty Criminal Offenses
"Ang pasyente ay dinala sa Medical Center -, ang nakaaksidente ay nagbayad sa billing ng hospital. Dinala si – walang binabayaran at ang pagkain ay sagot ng pasyente at pamasahe balikan – Dolores. Tapos na ang gamutan kay -, at nais ng naka aksidente ng tapusin na muna ang obligasyon ng naka aksidente, yung ibang gastusin ay hindi na kayang sagutan ng nakaaksidente, sa naaksidente. At kung ang nakaaksidente ay makakaluwag ay hindi niya kakayalimutan ang obligasyon sa naaksidente.",Money/Debt Disputes
"Nagtungo sa tanggapan ng Punong Barangay ang Liaison officer ni -, na si - upang dalohin ang demand letter para kay - – may ari ng – Builders and Works at sa kanyang asawa at anak na sina -, -. Dinala sa Barangay Hall ang Demand letter sa kadahilanang ayaw tanggapin ng mga - ang nasabing sulat. (-)",Family Matters
"Nagtungo na Tanggapan ng Punong Barangay si -, may sapat na gulang taga Purok 3 ng Barangay na ito upang ireklamo si -, taga Purok 8 ng Barangay na ito sa salang pagsugod at pag confronta kay -, na hindi naman alam ang mga sinasabi ni -, hanggang sa humantong ang mga kung anu-anong sabi ni - laban kay -, at pag balikbato kay -.",Property Disputes
"Nagtungo sa Tanggapan ng Punong Brgy si - kasama si -, mga taga Purok 1, Brgy. Dagatan, Dolores Quezon upang ireklamo si - sa pagpa-power spray ng pamatay damo, at ayon kay - na taga Sitio Gatong, ng Brgy. Dagatan ay ipaarekomendo sa kanya (-) ng -.",Property Disputes
"January 12 ,2022 Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang taga Purok 2 ng Barangay na ito, upang sampahan ng reklamo si -, 15 taong gulang, taga Barangay Dagatan sa walang panimsrang puri, na ipinost sa Facebook (Social Media) at nag chat pa sa mga taong malapit kay -, tuladm - (kanyang boryan). - (kinakasama for almost 4 years) na si - ay naobantiy at nagpalaglag, at si - ay may gumawang dummy account.",Neighbor Disputes
"Kaugnay ng sumbong ni -, tungkol sa mga narinig na salita ""na papakainin daw sila"" (-) ng lupa, sumbong laban kina - Ayon kay - na siya na mismo ang mangangaral sa kanyang mga kapatid, at humingi na rin ang ng dispensa sa pangyayari; at tinanggap naman ni - ang pag binhingi ng pasensya ng mga -",Property Disputes
"January 29 ,2022 Nagtungo sa barangay hall si - ng – RAYM contractions upang ireport ng mga nawalang groundings sa poste VN1-V114-CPH8 at VN1-V627-CPH24.",Contract Disputes
"Nagtungo sa Tanggapan ng Punong Barangay sina - at -, mag-asawa, taga Purok 2, ng Barangay Dagatan Dolores, Quezon, upang magreklamo ng reklamo laban kina -, Venice -, Johnson -, Arnold -, Chris -, reklomong paninirang puri /pagbibintang sa anak na si -, isang menor de edad, na Social Media, na diumano pa rin ng si - ang gumawa ng dummy Account upang siraan si - sa Social Media, ngunit walang matibay na katunayan na si - ang may kasalanan. Nag-usap na rin sa Brgy. Kasama ng mga nagusap sa - de las Alas, ganun din, nag-usap na rin sa DSWD, ngunit di pa rin napatunayan na si - ang may kasalanan sa mga post sa Social Media ng mga dummy Account diumano na – Herradura.",Neighbor Disputes
"Nagtungo sa Punong Barangay si - mag sapat na gulang, taga Brgy. Santa Elena San Pablo City, Laguna, upang makausap si -, na so Purok 3, ng Brgy. Dagatan, Arimo, Quezon upang bawiin ang mga gamit ni -, na ang ibang gamit ay na kay -, at willing naman na ibigay ni - sa ina ni - ang mga gamit na kinukuha. Ang birth certificate lamang ni - ang na kay -, na ibigay naman ni -.Hiling din ng ina ni - na huwag ng gamitin ni - ang password ng Facebook Account. Ibinigay na din ng - ang Birth Certificate at kasamang Diploma ni - ngayong araw (2-8-2022).",Property Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga Brgy. Bulakin 1, Dolores, Quezon, upang ireklamo si -, may sapat na gulang, taga Sitio Gulong ng Barangay na ito sa dahilang, si - di umano ay may kambing na ibinenta, nalaman naman ni- ang balita kung kayat binili ni- ang kambing kay - na nag kakahalaga ng 3500,ngunit nang kukunin na ay wala na ang kambing at si- at ang perang ibinayad sa kambing.",Neighbor Disputes
Napagkasunduan na mag uusap silang muli kung ang 5 nirereklamo ang haharap sa punong barangay.,Contract Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga Brgy. San Vicente, San Pablo City, upang ipaalam at magdala ng letter na: Missing Pole Grounding Meralko Poles",Property Disputes
"Reklamo laban kay- nina- nagkasundo sila na babayaran na lamang ni - , ama ni - nag halagang 3500.",Money/Debt Disputes
"Ako si- - 59 taong sulang ay nag sadya sa punong brgy upang ireklamo si - sa salang hindi pagbabayad ng kinuhang manok na nagkakahalaga ng ₱1890 – noong Feb. 15, 2022. Bandang alas 8 ng umaga na ang sabi ay babali at ibibigay ang bayad ng bandang 11 ng umaga. Subalit hanggang sa petsang ito Feb. 21, 2022 ay di pa naibibigay ang nasabing halaga kaya ako ay dumulog dito sa brgy para siya ay makaharap at makausap dito sa Punong brgy sa lalong madaling panahon.",Money/Debt Disputes
"Reklamo ni - laban kay - na reklamo sa di pagbabayad sa manok na nagkakahalaga ni - ng ₱1890. Na ayon kay - ay on or before March 5, 2022 ay ibabalik ni - ang nasabing halaga kay -.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang taga Brgy. Bulakin upang ireklamo si - na hindi pagbayad sa mga kinuhang pakwan na nagkakahalaga ng ₱4,900, at pinangakuan ng pirangakuan ng araw na ito ay babayran ngunit naka-ilang pangako na ay hindi naman ito binabayaran .",Money/Debt Disputes
"Nagtungo sa Himpilan ng Punong Barangay si -, may asawa at may sapat na gulang taga Brgy. Pinagdarakpan upang sampahan ng reklamo si - . - ng ""oral defamation"" sa dahilang bumili si - sa Gng. - ay tinolahan ni Gng. - M. - ganap ng ika-, humigit kumulang alas 6 ng hapon, nang magkaroon sila ng pagtatalo, nang bumili ng karne si Gng. -.",Neighbor Disputes
"Nagtungo sa tanggapan ng Punong BRGY si -, may sapat na gulang at Residente ng Bungoy Dol. Que. upang alamin ang pangalan ng pumutol ng 19 na puno ng niyog, nasi - ng BRGY Dagatan Dol. Que.",Property Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, upang ipaalam na ang 2 classrooms ang napasok, at malamang na na alam nito na napasuk noong Sabado at Linggo, ang isang classroom ay napasok nang may puwersahan, sinira ang padlock at ang nawala ay mga Health supplies ng room para sa teacher, at yung isa ay walang puwersang pagpasok, at doon nawala ang Modem ng PLDT.",Petty Criminal Offenses
"Nagtungo sa Tanggapan ng Punong Brgy si -, upang ipabatid na si - ay tinatakot nang mga magtatanim ni -, na siyang umaryendo sa lupa na pinamamahalaan ni - at ang nakasamang asawa na si -.Nais makausap ni - si - sa harap ng Punong Barangay upang malaman ang dahilan ng pananakot nyang ito (-)",Neighbor Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, upang ireklamo ang kinakasamang si -, sa pagpapalayas, pagsusunog ng kanyang mga damit, pagbebenta ng mga gamit na kaniyang binili (-). Ang pangyayaring ito ay ipinaalam lamang ni - sa Tanggapan ng Punong Barangay.",Petty Criminal Offenses
"Nagtungo sa Tanggapan ng Punong Brgy si -, taga Rusi taga Sto. Tomas Batangas, may sapat na gulang upang ireklamo si - sa hindi pagbabayad ng monthly hulog sa kinuhang motor. Nais lamang ipaalam ni - ang reklamong ito para sa kabatiran ng Barangay.",Money/Debt Disputes
"Nagtungo sa tanggapan ng Punong Barangay si -, may sapat na gulang, taga Bulakin 1, Dolores, Quezon, upang reklamo si -, anak ni -, sa pamemeke ng sulat at pirman ng -, para sa pagbili ng niyog sa Bulakin 1. Nais mahakarap ni - sa harap ng Punong Barangay si - anak ni -, sa lalong madaling panahon.",Family Matters
"Nagtungo sa Tanggapan ng Punong Barangay si -, upang kunin ang ref ni -, na nasa apartment na pag-aaari ni - na nasa Brgy. Dagatan, Dolores, Quezon. Kalakip nito ang sulat kapahintulutan ni - at ang ID ni -.Patunay pa rin na ang mga ref na ilalabas buhat sa apartment na dadalhin sa Sta. Cruz putol ay wala ng pananagutan ang may-aring kung ano man ang magiging problema nito. Patunay pa rin na babayaran ni - ang balance na ₱2,000 ni -.",Property Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, may asawa, taga Purok 2 ng Brgy nito, upang ireklamo si -, na dahilang nahuli ni - sa pagnanakaw ng ube ni -, pinagalitan ang bata ni -, subalit siya pa ang may tapang, na ang sabi ay ""kayang-kayang patayin ni -"" at nambully pa, binully si -.Nais makaharap na harap ng Punong Brgy si - kasama ang ina na si - sa lalong madaling panahon.",Petty Criminal Offenses
"Nagtungo sa Tanggapan ng Punong Brgy ang mag-asawang sina - at -, upang idaing ang nangyari sa motor na kanilang motor kinuhang bilang hulugan sa Nick Motorcycle na ngayon ay Suzuki Motor, at sa ngayon ay hindi makahulog ang mag-asawang - sa nabanggit na motor, ngunit ayaw na batakin at cash ang hini-hingi at ayon sa mag-asawa ang ang kinuhang motor ay iti-transfer kay -, na may pirmahan sa Casa bilang transfer at ayon sa casa ay walang pirmahahan for transfer. Umaasa ang mag-asawa na nahulugan ang motor subalit nagkaroon ng problemang personal si -.At ngayon ay inaaro ng singil ang mag-asawang -, na si - ang nagamit ng motor dahil ayon sa pinirmahan for transfer kay -.Laging nagpapadala ng Demand letter ang Suzuki Motorcycle sa mag-asawa, at ang mungkahi ng mag-asawang - ang batakin na lang motor, sapagkat walang ilalabas ang mag-asawang -.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Brgy si - at -, upang ireklamo si -, sa salang di pagbabalik ng halagang ininvest sa DCC ng halagang ₱160,000 – perang Filipino. Ayon na mag-asawa ang ibabalik na lamang ang kanilang pera na ₱160,000 ng hindi na kasama ang tubo, pero hanggang sa ngayon ay walang naibabalik ng pera, ayon sa pinag-usapan. Nais makaharap ng mag-asawa na harap ng Punong Barangay si - sa lalong madaling panahon.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -,upang magbigay alam sa barangay na sila ay binanta ang papatayin ni -, kanyang tiyuhin, tiyuhin ng kanyang kinakasama. Nangyani ang pagbabanta kagabi na ang oras ay humigit kumulang 9:00 ng gabi sa kanyang bahay (- bundatan). At ngayong umaga ay nag-hahasa na naman ng itak. Ang mga bagay na ito ay pinaalam lamang ni - sa barangay, upang malaman ang mga pangyayari.",Neighbor Disputes
Napagkasunduan na sa sunusunod na patawog ay kailangan karama yung mga bumubuo ng BOD ng DCC. Na sina:1. - 2. - 3. - 4. -,Contract Disputes
Nagtungo sa Tanggapan ng Punong Barangay si - upang ipaalam ang mga Missing Poles grounding of Meralco Poles.,Property Disputes
Nagtungo sa Tanggapan ng Punong Barangay sina - kasama ang lota na si - upang ireklamo si Gng. - sa salang pagputol ng 2 puno ng Star apple at pagsunog sa punong Sampalok ng pag-aari ng mga - na hindi ipinaalam sa mga -.Nais makaharap sa harap ng Punong Barangay si Gng. - sa lalong madaling panahon.,Petty Criminal Offenses
"Nagtungo sa Tanggapan ng Punong Brgy si -, upang reklamo ang kinakasama ng kanyang anak na si - at ang ang anak ng kinakasama na si - dahilang, panggugulpi ng mag-ina - sa kanyang anak na si -. Ayon na mga sumbong ng anak ni - na si -, na halos ay laging barakuhan at dati ay binato pa ni - ng bote si -. Kaya pinaalam ni - sa Punong Barangay ay dahil sa kung anumang mangyari kay - ang magsumbong ang ina na si - na nanganyani kay.",Family Matters
"Reklamo nina - laban kay - na pagpuputol ng 2 punong Star apple, na sa halagang ₱5,000 kada puno ng star apple ang bayaran. Ayon kay -, na babayaran iniya ng ₱5,000 ang dalawang puno sa loob ng 2 buwan hanggang Sept. 6, 2022, at sa Brgy Hall magbabayaran.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si - upang ireklamo ang mga bahay na illegal na nagtayo sa lupang pagmamay-ari ng mga -. Mga bahay na ang bilang ay humigit kumulang na 14 na kabahayan. Nais nyang makausap sa harap ng Punong Barangay ang mga may-ari ng mga kabahayan, sa lalong madaling panahon, estimate date (July 20, 2022 ganap na 11:00 am).",Property Disputes
"Nagtungo sa Tanggapan ng Punong Brgy si -, 42 gulang may asawa, taga Brgy. Bulakin 1, Dolores Quezon upang ireklamo si -, may sapat na gulang, taga Purok 3 ng Barangay Dagatan, Dolores, Quezon sa dahilang itong si -, kung anu-anong di magandang salita ang mga sinasabi - kay -, at ang pag gitgit sa sasakyan nito, at wala laging tamang hinala si - sa kanya at pati yung mga kinapitan ni - ay sinabihan ni - ng kung anu-ano, ay tamang hinala kay -, ikong si -. Nais maka-usap ni - sa harap ng Punong Barangay si - sa madaling panahon.",Family Matters
"reklamo ni - laban kay - sa reklamong kung anu-anong mga di magandang salita ang nakakarating kay - na sinasabi ni - (di-umano). Napagkasunduan na simula ngayong araw na ito, ay wala ng maririnig o malalaman ng kung anu-anong sabi ni - tungkol kay -. Napagkasunduan pa rin na huwang nang pakilalaman ni - si -. Ayon kay -, na walang namang problema sila ni -.",Contract Disputes
"No Date Nagtungo sa Himpilan ng Punong Brgy si -, may sapat na gulang- upang hanapin sa Brgy. Dagatan, Dolores, Quezon ang anak na si -, 14 ng taong gulang na dahilang 4 naaraw ng hindi umuuwi, at ang paalam ay mag-swimming lamang. Nagtungo sila sa- dahil nabalitaan na ang boyfriend ay taga Brgy. Dagatan, at natagpuan ang batang si - ay nasa bahay ng boyfriend na si -. Nag-usap sila at napagkasunduan na isama si - pag-uuwi sa -. Napagkasunduan pa rin na kung may mangyaring masama o mawala ay ang tatanungin ay si -.",Contract Disputes
"No Date Dahil sa reklamo ng SB sa mga kabataan, ay napagkasunduan ng sangunian na bigyan ng karampatang kaparusahang community service ng isang linggo.",Contract Disputes
"Usapin tungkol sa lupa nina - at ni - na: Ayon kay - na sa kaniya naka pangalan ang lupa. Kaya nasa kanya nakapangalan ang lupa, na till August 15, 2022 na pwede manatili sina - na lupang tinitirikan ng bahay. At ayon kay - na wala pa silang lilipatan kaya humihiling sila till October 2022, sila umalis sa lupang tinitiran ng kanilang bahay, na hindi sinang-ayunan ni -. Kung kayat ang usapin ay i set-sa August 19, 2022, para sa ikalawang patawag.",Property Disputes
"Ito po ay ikalawang patawag tungkol sa usapin tungkol sa lupa ni -, at sa na nakatirik na bahay ng pag-aari nina - na si - ay humihiling na ganaping 500k ang napag-usapon na 250k na ibibigay sana ni - na ibibigay kay - na hindi sinang-ayunan ni -. Ayon kay - na magdadagdag siya at gagawing 300k ang ibibigay kartos - na hindi sinang-ayunan ni -. Muli ay nagpaplay si - sa OOT para gawing 50k ang ibibigay kay - at di pa rin ito sinsinangayuanan at hiling ni.",Property Disputes
"Nagtungo sila dun ipaalam nila sa Tanggapan ng Punong barangay na ang puting Van (delivery Van) na may plate no. 103, ay naging Viral Sa Social Media, na pinaghihinalaang ngang kumukuha ng mga bata.",Neighbor Disputes
"Nagtungo na Himpilan ng Punong Barangay si -, upang boluntaryong isurrender ang isinanlang motor na kanya, dahil kaninamg umap\ga ay nakita nya sa post sa Facebook – phone post. Na ang motor ay Karnap, at mismong ang kumarnap ng Motor ay ang nag sangla kay -. Sa halagang ₱5,000.",Money/Debt Disputes
"Reklamo ni - laban kay - na sita ay nagkasundo na: Nagbibigay si - ng halagang ₱5,000 piso kay - bilang kabayaran sa dalawang (2) puno ng Starapple.",Money/Debt Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, may asawa, taga purok 3 ng Barangay na ito, Barangay Dagatan, Dolores, Quezon, upang ipaalam na ang kanyang Ama na si -, may sapat na gulang at taga Purok 3 ng Barangay Dagatan, Dolores, Quezon ay naaksidente ngayong araw, na ang araw ay humigit kumulang ika-7 ng umaga, sa Purok 4 ng Barangay na ito, sa dahilang ang motorsiklo kanyang sinasak-yan ay nawalan ng preno, nang mangyari ang aksidente ay sakay niya ang kapatid na si -, at pareho silang nasaktan sanhi ng aksidenteng nangyari. Ang pangyayaring ito ay ipinaalam sa Barangay.",Family Matters
"Nagtungo sa Tanggapan ng Punong Barangay sina - at - at sina - taga Brgy. Bulakin 1, Dolores, Quezon, na sila ay nagkasundo sa halagang ₱4,000 bilang kabayaran sa danyos ng kanyang Van, na di sinadya ay nadali ng tricycle ni -.",Money/Debt Disputes
"Nagtungo sa Himpilan ng Punong Barangay si - upang mahakarap si - at - tungkol sa pagtatanim sa lupa ni -, na hindi nagpaalam na kanya bilang may-ari ng nasabing lupa. Napag-alaman ni - na si - at - ang nagtatanim, dahil pinatawag ni - si -, upang malaman kung sino ang nagtatanim.",Property Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga Purok 9, sa barangay na ito, upang ipaalam na ang kanyang sasabungin na manok ay ninakaw sa palagay nya ang mga oras ay humigit kumulang alas 2 ng madaling araw. Ipinaalam niya na ito sa barangay ay sa dahilang ito ay pandalawang beses ng nangyari, ang pagnakawan siya ng Sasabunging manok.",Petty Criminal Offenses
Nagusap sila na babyaran na lamang ang nagastos ni - sa pagpapagamot at ang araw na hindi nya pag pasoksa trabaho.,Contract Disputes
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, may asawa, taga Sitio Galong ng Barangay Dagatan, Dolores, Quezon upang ipag bigay alam na noong Nob. 12, 2022, na ang oras ay humigit kumula blas 4 ng hapon ng tinawag siya ni - na taga Purok 1, may sapat na gulang, upang suntunkin na di pa alam na dahilan, at hinila si - ng kanyang asawa, upang papasukin sa loob ng tindahan, ngunit noong araw ding iyon, Nob. 12, 2022, ay huminigi ng pasensya si - kay -. Ito ay pinag bigay alam lamang ni -, para asa kaalaman ng Brgy.",Family Matters
"Nagtungo sa Tanggapan ng Punong Barangay si -, may sapat na gulang, taga Purok 4 ng Barangay na ito upang ipaalam na ang kanyang mga tuta ay nadatnan niyang mga patay.",Property Disputes
"Ito ay kasulatang mag sisilbi na katunayan tumanggap si -, ng halagang ₱114,527.00 bilang kabayaran pauna sa hospital bill ng mag-anak na sina: - – ina - – ama - – anak.",Money/Debt Disputes
